bill,name,vote
S1M-383,"McNeil, Duncan",1
S1M-406.1,"McNeil, Duncan",-1
S1M-408.2,"McNeil, Duncan",-1
S1M-408,"McNeil, Duncan",-1
S1M-430.1,"McNeil, Duncan",-1
S1M-430,"McNeil, Duncan",1
S1M-437.2,"McNeil, Duncan",-1
S1M-437.1,"McNeil, Duncan",-1
S1M-437,"McNeil, Duncan",1
S1M-455,"McNeil, Duncan",1
S1M-461.1,"McNeil, Duncan",-1
S1M-461.4,"McNeil, Duncan",0
S1M-461,"McNeil, Duncan",1
S1M-482.1,"McNeil, Duncan",1
S1M-482,"McNeil, Duncan",1
S1M-483.1,"McNeil, Duncan",-1
S1M-483.2,"McNeil, Duncan",1
S1M-483,"McNeil, Duncan",1
S1M-486.1,"McNeil, Duncan",-1
S1M-486.2,"McNeil, Duncan",-1
S1M-508.2,"McNeil, Duncan",-1
S1M-508.1,"McNeil, Duncan",-1
S1M-510.1,"McNeil, Duncan",1
S1M-510,"McNeil, Duncan",1
S1M-509.1,"McNeil, Duncan",-1
S1M-509.2,"McNeil, Duncan",1
S1M-509,"McNeil, Duncan",1
S1M-498,"McNeil, Duncan",1
S1M-554ÑIrene,"McNeil, Duncan",-1
S1M-459.1,"McNeil, Duncan",-1
S1M-550.2,"McNeil, Duncan",0
S1M-550.1,"McNeil, Duncan",0
S1M-550,"McNeil, Duncan",0
S1M-569.1,"McNeil, Duncan",-1
S1M-569.2,"McNeil, Duncan",-1
S1M-586.1,"McNeil, Duncan",-1
S1M-517.1,"McNeil, Duncan",-1
S1M-559,"McNeil, Duncan",1
S1M-610.1,"McNeil, Duncan",1
S1M-610,"McNeil, Duncan",1
S1M-607.2,"McNeil, Duncan",-1
S1M-639.1,"McNeil, Duncan",1
S1M-639,"McNeil, Duncan",1
S1M-638.1,"McNeil, Duncan",1
S1M-638,"McNeil, Duncan",1
S1M-642.1,"McNeil, Duncan",-1
S1M-532,"McNeil, Duncan",1
S1M-676.1,"McNeil, Duncan",1
S1M-676,"McNeil, Duncan",1
S1M-675.2,"McNeil, Duncan",-1
S1M-675.1,"McNeil, Duncan",-1
S1M-675.4,"McNeil, Duncan",-1
S1M-675,"McNeil, Duncan",0
S1M-700.2,"McNeil, Duncan",1
S1M-700,"McNeil, Duncan",1
S1M-707.1,"McNeil, Duncan",1
S1M-707,"McNeil, Duncan",0
S1M-720.1,"McNeil, Duncan",-1
S1M-720.2,"McNeil, Duncan",1
S1M-720,"McNeil, Duncan",1
S1M-736.1,"McNeil, Duncan",1
S1M-736,"McNeil, Duncan",1
S1M-738.1,"McNeil, Duncan",1
S1M-738,"McNeil, Duncan",1
S1M-733.1,"McNeil, Duncan",-1
S1M-733,"McNeil, Duncan",1
S1M-778,"McNeil, Duncan",-1
S1M-637,"McNeil, Duncan",1
S1M-772,"McNeil, Duncan",1
S1M-792.2,"McNeil, Duncan",1
S1M-792,"McNeil, Duncan",1
S1M-790.2,"McNeil, Duncan",1
S1M-790,"McNeil, Duncan",1
S1M-793.1,"McNeil, Duncan",-1
S1M-793.2,"McNeil, Duncan",-1
S1M-793,"McNeil, Duncan",1
S1M-818.2,"McNeil, Duncan",1
S1M-818,"McNeil, Duncan",1
S1M-823.1,"McNeil, Duncan",-1
S1M-823.2,"McNeil, Duncan",-1
S1M-858.1,"McNeil, Duncan",-1
S1M-858.2,"McNeil, Duncan",0
S1M-858,"McNeil, Duncan",1
S1M-868.1,"McNeil, Duncan",-1
S1M-868.2,"McNeil, Duncan",-1
S1M-868,"McNeil, Duncan",1
S1M-890.1.1,"McNeil, Duncan",1
S1M-890.1,"McNeil, Duncan",1
S1M-890,"McNeil, Duncan",1
S1M-888.1,"McNeil, Duncan",1
S1M-887.1,"McNeil, Duncan",0
S1M-896.2,"McNeil, Duncan",0
S1M-896.1,"McNeil, Duncan",0
S1M-896,"McNeil, Duncan",0
S1M-921.1,"McNeil, Duncan",-1
S1M-921.2,"McNeil, Duncan",-1
S1M-877,"McNeil, Duncan",1
S1M-966.1,"McNeil, Duncan",0
S1M-905.1,"McNeil, Duncan",1
S1M-905,"McNeil, Duncan",1
S1M-1008.1,"McNeil, Duncan",1
S1M-1008,"McNeil, Duncan",1
S1M-1007.1,"McNeil, Duncan",-1
S1M-1007.2,"McNeil, Duncan",-1
S1M-1036,"McNeil, Duncan",1
S1M-786,"McNeil, Duncan",1
S1M-1027.1,"McNeil, Duncan",1
S1M-1027,"McNeil, Duncan",1
S1M-1026.2,"McNeil, Duncan",1
S1M-1026,"McNeil, Duncan",1
S1M-1065,"McNeil, Duncan",1
S1M-1051.2,"McNeil, Duncan",-1
S1M-1051.1,"McNeil, Duncan",-1
S1M-1092,"McNeil, Duncan",1
S1M-1091.1,"McNeil, Duncan",-1
S1M-1091.2,"McNeil, Duncan",-1
S1M-1091,"McNeil, Duncan",1
S1M-1072,"McNeil, Duncan",1
S1M-1147.2,"McNeil, Duncan",-1
S1M-1147.1,"McNeil, Duncan",-1
S1M-1147,"McNeil, Duncan",1
S1M-985.1,"McNeil, Duncan",-1
S1M-985,"McNeil, Duncan",1
S1M-1077,"McNeil, Duncan",1
S1M-1196.1,"McNeil, Duncan",0
S1M-1185,"McNeil, Duncan",0
S1M-1213.2,"McNeil, Duncan",-1
S1M-1213,"McNeil, Duncan",1
S1M-1216.2,"McNeil, Duncan",1
S1M-1216,"McNeil, Duncan",1
S1M-1215.1,"McNeil, Duncan",1
S1M-1215,"McNeil, Duncan",1
S1M-1217,"McNeil, Duncan",0
S1M-1238.2,"McNeil, Duncan",-1
S1M-1238.1,"McNeil, Duncan",-1
S1M-1238,"McNeil, Duncan",-1
S1M-1239.2,"McNeil, Duncan",1
S1M-1239,"McNeil, Duncan",1
S1M-1277.1,"McNeil, Duncan",-1
S1M-1277,"McNeil, Duncan",1
S1M-1275.1,"McNeil, Duncan",-1
S1M-1275,"McNeil, Duncan",1
S1M-1271.1,"McNeil, Duncan",-1
S1M-1271.2,"McNeil, Duncan",-1
S1M-1297.1,"McNeil, Duncan",-1
S1M-1299.2,"McNeil, Duncan",-1
S1M-1299.1,"McNeil, Duncan",-1
S1M-1299,"McNeil, Duncan",1
S1M-1303.2,"McNeil, Duncan",-1
S1M-1303,"McNeil, Duncan",1
S1M-1301.1,"McNeil, Duncan",1
S1M-1301,"McNeil, Duncan",1
S1M-1305.1,"McNeil, Duncan",-1
S1M-1305.2,"McNeil, Duncan",-1
S1M-1305,"McNeil, Duncan",1
S1M-1320.2,"McNeil, Duncan",0
S1M-1320.1,"McNeil, Duncan",0
S1M-1320,"McNeil, Duncan",0
S1M-1324.2,"McNeil, Duncan",0
S1M-1325.2,"McNeil, Duncan",0
S1M-1345.3,"McNeil, Duncan",-1
S1M-1345.1,"McNeil, Duncan",-1
S1M-1345,"McNeil, Duncan",1
S1M-1356.1,"McNeil, Duncan",1
S1M-1356.2,"McNeil, Duncan",-1
S1M-1356,"McNeil, Duncan",1
S1M-1355.3,"McNeil, Duncan",1
S1M-1355,"McNeil, Duncan",1
S1M-1357.1,"McNeil, Duncan",-1
S1M-1357,"McNeil, Duncan",1
S1M-1354,"McNeil, Duncan",1
S1M-1373.1,"McNeil, Duncan",-1
S1M-1373.2,"McNeil, Duncan",-1
S1M-1373,"McNeil, Duncan",1
S1M-1400.1,"McNeil, Duncan",-1
S1M-1404.2,"McNeil, Duncan",1
S1M-1404.1,"McNeil, Duncan",-1
S1M-1404,"McNeil, Duncan",1
S1M-1406.2,"McNeil, Duncan",1
S1M-1406,"McNeil, Duncan",1
S1M-1405.2,"McNeil, Duncan",-1
S1M-1428,"McNeil, Duncan",1
S1M-1433.1,"McNeil, Duncan",-1
S1M-1434.1,"McNeil, Duncan",-1
S1M-1457.1,"McNeil, Duncan",-1
S1M-1457,"McNeil, Duncan",1
S1M-1448,"McNeil, Duncan",-1
S1M-1461.2,"McNeil, Duncan",1
S1M-1461,"McNeil, Duncan",1
S1M-1453.1,"McNeil, Duncan",1
S1M-1453.2,"McNeil, Duncan",-1
S1M-1453,"McNeil, Duncan",1
S1M-1462,"McNeil, Duncan",1
S1M-1458,"McNeil, Duncan",1
S1M-1425.1,"McNeil, Duncan",-1
S1M-1502.1,"McNeil, Duncan",-1
S1M-1502,"McNeil, Duncan",1
S1M-1515.2,"McNeil, Duncan",-1
S1M-1555.1,"McNeil, Duncan",-1
S1M-1555,"McNeil, Duncan",1
S1M-1550,"McNeil, Duncan",0
S1M-1548.2,"McNeil, Duncan",0
S1M-1548,"McNeil, Duncan",0
S1M-1547.1,"McNeil, Duncan",0
S1M-1547,"McNeil, Duncan",0
S1M-1528,"McNeil, Duncan",0
S1M-1556.1,"McNeil, Duncan",0
S1M-1556.2,"McNeil, Duncan",0
S1M-1584.1.1,"McNeil, Duncan",-1
S1M-1584.1,"McNeil, Duncan",0
S1M-1584,"McNeil, Duncan",1
S1M-1589.2,"McNeil, Duncan",1
S1M-1589,"McNeil, Duncan",1
S1M-1574,"McNeil, Duncan",1
S1M-1525,"McNeil, Duncan",1
S1M-1596.1,"McNeil, Duncan",0
S1M-1596,"McNeil, Duncan",1
S1M-1609.1.1,"McNeil, Duncan",-1
S1M-1609.1,"McNeil, Duncan",0
S1M-1609,"McNeil, Duncan",1
S1M-1610.1,"McNeil, Duncan",0
S1M-1610.2,"McNeil, Duncan",-1
S1M-1610,"McNeil, Duncan",1
S1M-1598,"McNeil, Duncan",1
S1M-1618,"McNeil, Duncan",1
S1M-1634.1,"McNeil, Duncan",1
S1M-1634,"McNeil, Duncan",1
S1M-1624.1,"McNeil, Duncan",1
S1M-1624,"McNeil, Duncan",1
S1M-1626.2,"McNeil, Duncan",1
S1M-1626,"McNeil, Duncan",1
S1M-1627.2,"McNeil, Duncan",1
S1M-1627,"McNeil, Duncan",1
S1M-1639.1,"McNeil, Duncan",1
S1M-1639,"McNeil, Duncan",1
S1M-1664,"McNeil, Duncan",1
S1M-1621.1,"McNeil, Duncan",-1
S1M-1621,"McNeil, Duncan",-1
S1M-1656.1,"McNeil, Duncan",1
S1M-1656.2,"McNeil, Duncan",-1
S1M-1656,"McNeil, Duncan",1
S1M-1666,"McNeil, Duncan",1
S1M-1694.2,"McNeil, Duncan",-1
S1M-1694.3,"McNeil, Duncan",-1
S1M-1694.1,"McNeil, Duncan",-1
S1M-1694,"McNeil, Duncan",1
S1M-1699.1,"McNeil, Duncan",-1
S1M-1699.2,"McNeil, Duncan",-1
S1M-1699,"McNeil, Duncan",1
S1M-1700.2,"McNeil, Duncan",-1
S1M-1700.3,"McNeil, Duncan",-1
S1M-1700,"McNeil, Duncan",1
S1M-1523.1,"McNeil, Duncan",-1
S1M-1725.2,"McNeil, Duncan",1
S1M-1725.1,"McNeil, Duncan",-1
S1M-1725,"McNeil, Duncan",-1
S1M-1726,"McNeil, Duncan",-1
S1M-1758.1,"McNeil, Duncan",-1
S1M-1758,"McNeil, Duncan",1
S1M-1746,"McNeil, Duncan",1
S1M-1750.1,"McNeil, Duncan",-1
S1M-1750.2,"McNeil, Duncan",-1
S1M-1760.3,"McNeil, Duncan",-1
S1M-1760,"McNeil, Duncan",1
S1M-1526,"McNeil, Duncan",1
S1M-1775,"McNeil, Duncan",1
S1M-1771.2,"McNeil, Duncan",-1
S1M-1771.1,"McNeil, Duncan",-1
S1M-1771,"McNeil, Duncan",1
S1M-1797.2,"McNeil, Duncan",1
S1M-1797.1,"McNeil, Duncan",-1
S1M-1797,"McNeil, Duncan",1
S1M-1794.1,"McNeil, Duncan",1
S1M-1794,"McNeil, Duncan",1
S1M-1780,"McNeil, Duncan",1
S1M-1807.1,"McNeil, Duncan",-1
S1M-1807.2,"McNeil, Duncan",-1
S1M-1807,"McNeil, Duncan",1
S1M-1795,"McNeil, Duncan",1
S1M-1825.1,"McNeil, Duncan",-1
S1M-1825,"McNeil, Duncan",1
S1M-1857.1,"McNeil, Duncan",-1
S1M-1857.2,"McNeil, Duncan",-1
S1M-1857,"McNeil, Duncan",1
S1M-1865.1,"McNeil, Duncan",1
S1M-1866.1,"McNeil, Duncan",-1
S1M-1866,"McNeil, Duncan",-1
S1M-1868.1,"McNeil, Duncan",-1
S1M-1868.2,"McNeil, Duncan",-1
S1M-1868,"McNeil, Duncan",1
S1M-1890.1,"McNeil, Duncan",-1
S1M-1890.2,"McNeil, Duncan",-1
S1M-1890,"McNeil, Duncan",1
S1M-1884,"McNeil, Duncan",1
S1M-1896.1,"McNeil, Duncan",-1
S1M-1896.3,"McNeil, Duncan",-1
S1M-1912.1,"McNeil, Duncan",-1
S1M-1912.2,"McNeil, Duncan",-1
S1M-1912,"McNeil, Duncan",1
S1M-1914.2,"McNeil, Duncan",1
S1M-1914,"McNeil, Duncan",1
S1M-1918.2,"McNeil, Duncan",-1
S1M-1918.1,"McNeil, Duncan",1
S1M-1918,"McNeil, Duncan",1
S1M-1922.3,"McNeil, Duncan",-1
S1M-1922.2,"McNeil, Duncan",-1
S1M-1922,"McNeil, Duncan",1
S1M-1843.1,"McNeil, Duncan",-1
S1M-1843,"McNeil, Duncan",1
S1M-1958.1,"McNeil, Duncan",1
S1M-1958,"McNeil, Duncan",1
S1M-1957.1,"McNeil, Duncan",1
S1M-1957,"McNeil, Duncan",1
S1M-1941,"McNeil, Duncan",1
S1M-2000,"McNeil, Duncan",1
S1M-2030.2,"McNeil, Duncan",1
S1M-2030.1,"McNeil, Duncan",-1
S1M-2030,"McNeil, Duncan",1
S1M-2023.2,"McNeil, Duncan",1
S1M-2023,"McNeil, Duncan",1
S1M-2012.3,"McNeil, Duncan",-1
S1M-2012.1,"McNeil, Duncan",-1
S1M-2012,"McNeil, Duncan",1
S1M-2028,"McNeil, Duncan",1
S1M-2041.1,"McNeil, Duncan",-1
S1M-2043.1,"McNeil, Duncan",-1
S1M-2043.2,"McNeil, Duncan",-1
S1M-2043,"McNeil, Duncan",1
S1M-2172,"McNeil, Duncan",1
S1M-2162,"McNeil, Duncan",1
S1M-2163.1,"McNeil, Duncan",-1
S1M-2163,"McNeil, Duncan",1
S1M-2164,"McNeil, Duncan",1
S1M-2202,"McNeil, Duncan",1
S1M-2206.1,"McNeil, Duncan",-1
S1M-2206,"McNeil, Duncan",1
S1M-2078.2,"McNeil, Duncan",-1
S1M-2078.1,"McNeil, Duncan",-1
S1M-2078,"McNeil, Duncan",1
S1M-2205.2,"McNeil, Duncan",0
S1M-2205,"McNeil, Duncan",0
S1M-2207.2,"McNeil, Duncan",0
S1M-2207.1,"McNeil, Duncan",0
S1M-2207,"McNeil, Duncan",0
S1M-2245.1,"McNeil, Duncan",-1
S1M-2245.2,"McNeil, Duncan",-1
S1M-2245,"McNeil, Duncan",1
S1M-2248.1.1,"McNeil, Duncan",-1
S1M-2248.1,"McNeil, Duncan",1
S1M-2248,"McNeil, Duncan",1
S1M-2278.1,"McNeil, Duncan",-1
S1M-2278.2,"McNeil, Duncan",1
S1M-2278,"McNeil, Duncan",1
S1M-2285.1,"McNeil, Duncan",-1
S1M-2285,"McNeil, Duncan",1
S1M-2340.1,"McNeil, Duncan",-1
S1M-2340,"McNeil, Duncan",1
S1M-2344.1,"McNeil, Duncan",1
S1M-2344,"McNeil, Duncan",1
S1M-2347.3,"McNeil, Duncan",1
S1M-2347.2,"McNeil, Duncan",-1
S1M-2347.1,"McNeil, Duncan",-1
S1M-2347,"McNeil, Duncan",1
S1M-2354.1,"McNeil, Duncan",-1
S1M-2354.2,"McNeil, Duncan",-1
S1M-2354,"McNeil, Duncan",1
S1M-2377.2,"McNeil, Duncan",-1
S1M-2377.1,"McNeil, Duncan",-1
S1M-2406.2,"McNeil, Duncan",-1
S1M-2445.1,"McNeil, Duncan",-1
S1M-2445,"McNeil, Duncan",1
S1M-2444.2,"McNeil, Duncan",-1
S1M-2444.3,"McNeil, Duncan",-1
S1M-2444,"McNeil, Duncan",1
S1M-2307,"McNeil, Duncan",1
S1M-2488.5,"McNeil, Duncan",-1
S1M-2488.6,"McNeil, Duncan",-1
S1M-2488.2,"McNeil, Duncan",-1
S1M-2488.3,"McNeil, Duncan",-1
S1M-2488.1,"McNeil, Duncan",-1
S1M-2488.4,"McNeil, Duncan",-1
S1M-2488,"McNeil, Duncan",1
S1M-2491.1,"McNeil, Duncan",-1
S1M-2491,"McNeil, Duncan",1
S1M-2489,"McNeil, Duncan",1
S1M-2247.1,"McNeil, Duncan",-1
S1M-2487.1,"McNeil, Duncan",1
S1M-2487,"McNeil, Duncan",1
S1M-2486.1,"McNeil, Duncan",1
S1M-2486,"McNeil, Duncan",1
S1M-2492.3,"McNeil, Duncan",-1
S1M-2492.1,"McNeil, Duncan",-1
S1M-2492,"McNeil, Duncan",1
S1M-2276,"McNeil, Duncan",1
S1M-2520.2,"McNeil, Duncan",-1
S1M-2520.1,"McNeil, Duncan",-1
S1M-2538.1,"McNeil, Duncan",-1
S1M-2538.3,"McNeil, Duncan",-1
S1M-2538,"McNeil, Duncan",1
S1M-2541.1,"McNeil, Duncan",1
S1M-2541,"McNeil, Duncan",1
S1M-2545.2,"McNeil, Duncan",1
S1M-2545,"McNeil, Duncan",1
S1M-2546.1,"McNeil, Duncan",-1
S1M-2546.2,"McNeil, Duncan",-1
S1M-2555,"McNeil, Duncan",1
S1M-2524.1,"McNeil, Duncan",-1
S1M-2524,"McNeil, Duncan",1
S1M-2578.2,"McNeil, Duncan",-1
S1M-2578.1,"McNeil, Duncan",-1
S1M-2578,"McNeil, Duncan",1
S1M-2589,"McNeil, Duncan",0
S1M-2582.2,"McNeil, Duncan",1
S1M-2582,"McNeil, Duncan",1
S1M-2577.1,"McNeil, Duncan",1
S1M-2577,"McNeil, Duncan",1
S1M-2606.2,"McNeil, Duncan",1
S1M-2606,"McNeil, Duncan",1
S1M-2274,"McNeil, Duncan",1
S1M-2631.2,"McNeil, Duncan",1
S1M-2631,"McNeil, Duncan",1
S1M-2632.1,"McNeil, Duncan",1
S1M-2632,"McNeil, Duncan",1
S1M-2633.1,"McNeil, Duncan",1
S1M-2633,"McNeil, Duncan",1
S1M-2635.3,"McNeil, Duncan",1
S1M-2635,"McNeil, Duncan",1
S1M-2630.1,"McNeil, Duncan",-1
S1M-2630,"McNeil, Duncan",1
S1M-2353,"McNeil, Duncan",1
S1M-2649,"McNeil, Duncan",1
S1M-2650,"McNeil, Duncan",1
S1M-2656,"McNeil, Duncan",1
S1M-2654,"McNeil, Duncan",1
S1M-2703.1,"McNeil, Duncan",1
S1M-2703.2,"McNeil, Duncan",-1
S1M-2703,"McNeil, Duncan",1
S1M-2697.2,"McNeil, Duncan",1
S1M-2697,"McNeil, Duncan",1
S1M-2619,"McNeil, Duncan",-1
S1M-2742.1,"McNeil, Duncan",-1
S1M-2742,"McNeil, Duncan",1
S1M-2726.1,"McNeil, Duncan",-1
S1M-2726,"McNeil, Duncan",1
S1M-2675,"McNeil, Duncan",1
S1M-S1M-2674,"McNeil, Duncan",1
S1M-2830,"McNeil, Duncan",1
S1M-2833.2,"McNeil, Duncan",1
S1M-2833.1,"McNeil, Duncan",-1
S1M-2833,"McNeil, Duncan",1
S1M-2839.1,"McNeil, Duncan",1
S1M-2839,"McNeil, Duncan",1
S1M-2838.2,"McNeil, Duncan",-1
S1M-2838.1,"McNeil, Duncan",-1
S1M-2838,"McNeil, Duncan",1
S1M-2883.2,"McNeil, Duncan",1
S1M-2883.1,"McNeil, Duncan",-1
S1M-2882.2,"McNeil, Duncan",1
S1M-2882,"McNeil, Duncan",1
S1M-2506,"McNeil, Duncan",1
S1M-2919.1,"McNeil, Duncan",-1
S1M-2919.2,"McNeil, Duncan",-1
S1M-2919,"McNeil, Duncan",1
S1M-2928,"McNeil, Duncan",1
S1M-2941.2,"McNeil, Duncan",-1
S1M-2941.1,"McNeil, Duncan",-1
S1M-2941,"McNeil, Duncan",1
S1M-2940.1,"McNeil, Duncan",-1
S1M-2940,"McNeil, Duncan",1
S1M-2945.2,"McNeil, Duncan",1
S1M-2945,"McNeil, Duncan",0
S1M-2946.2,"McNeil, Duncan",1
S1M-2946,"McNeil, Duncan",1
S1M-2982.1,"McNeil, Duncan",0
S1M-2982.2,"McNeil, Duncan",0
S1M-2983,"McNeil, Duncan",0
S1M-2993.2,"McNeil, Duncan",-1
S1M-2993.1,"McNeil, Duncan",-1
S1M-2993,"McNeil, Duncan",1
S1M-2994.1,"McNeil, Duncan",-1
S1M-2994.2,"McNeil, Duncan",-1
S1M-2994,"McNeil, Duncan",1
S1M-2855,"McNeil, Duncan",1
S1M-3022.2,"McNeil, Duncan",1
S1M-3022.3,"McNeil, Duncan",-1
S1M-3022.1,"McNeil, Duncan",-1
S1M-3021.2,"McNeil, Duncan",-1
S1M-3021.1,"McNeil, Duncan",-1
S1M-3021,"McNeil, Duncan",1
S1M-3048.1,"McNeil, Duncan",-1
S1M-3048.2,"McNeil, Duncan",-1
S1M-3052.1,"McNeil, Duncan",1
S1M-3052,"McNeil, Duncan",1
S1M-3069,"McNeil, Duncan",1
S1M-3070,"McNeil, Duncan",1
S1M-3067.1,"McNeil, Duncan",-1
S1M-3067.2,"McNeil, Duncan",-1
S1M-3067,"McNeil, Duncan",1
S1M-3078.1,"McNeil, Duncan",-1
S1M-3078.2,"McNeil, Duncan",-1
S1M-3098.1,"McNeil, Duncan",-1
S1M-3106.1,"McNeil, Duncan",-1
S1M-3106.3,"McNeil, Duncan",-1
S1M-3106,"McNeil, Duncan",1
S1M-3103.1,"McNeil, Duncan",-1
S1M-3103,"McNeil, Duncan",1
S1M-3105.1,"McNeil, Duncan",-1
S1M-3105.3,"McNeil, Duncan",-1
S1M-3105,"McNeil, Duncan",1
S1M-3150.1,"McNeil, Duncan",0
S1M-3150,"McNeil, Duncan",0
S1M-3149.2,"McNeil, Duncan",0
S1M-3149.1,"McNeil, Duncan",0
S1M-3149,"McNeil, Duncan",0
S1M-3155.1.1,"McNeil, Duncan",1
S1M-3155.1,"McNeil, Duncan",1
S1M-3155.3,"McNeil, Duncan",-1
S1M-3155,"McNeil, Duncan",1
S1M-3162.1,"McNeil, Duncan",-1
S1M-3154.3,"McNeil, Duncan",1
S1M-3154,"McNeil, Duncan",-1
S1M-3153.2,"McNeil, Duncan",1
S1M-3153,"McNeil, Duncan",1
S1M-3165,"McNeil, Duncan",1
S1M-3160.1,"McNeil, Duncan",-1
S1M-3192.1,"McNeil, Duncan",1
S1M-3192.2,"McNeil, Duncan",-1
S1M-3194.2,"McNeil, Duncan",1
S1M-3194,"McNeil, Duncan",1
S1M-3204.2,"McNeil, Duncan",1
S1M-3204.1,"McNeil, Duncan",1
S1M-3204,"McNeil, Duncan",1
S1M-3197.1,"McNeil, Duncan",-1
S1M-3197.2,"McNeil, Duncan",-1
S1M-3197,"McNeil, Duncan",1
S1M-3211,"McNeil, Duncan",1
S1M-3229.3,"McNeil, Duncan",1
S1M-3229,"McNeil, Duncan",1
S1M-3228.2,"McNeil, Duncan",1
S1M-3228,"McNeil, Duncan",1
S1M-3223,"McNeil, Duncan",-1
S1M-3248.1,"McNeil, Duncan",-1
S1M-3248.2,"McNeil, Duncan",-1
S1M-3248,"McNeil, Duncan",1
S1M-3244,"McNeil, Duncan",1
S1M-3245,"McNeil, Duncan",1
S1M-3256.1,"McNeil, Duncan",-1
S1M-3256.2,"McNeil, Duncan",-1
S1M-3256,"McNeil, Duncan",1
S1M-3338.1,"McNeil, Duncan",-1
S1M-3338.2,"McNeil, Duncan",-1
S1M-3338,"McNeil, Duncan",1
S1M-3350.2,"McNeil, Duncan",1
S1M-3350.1,"McNeil, Duncan",-1
S1M-3350,"McNeil, Duncan",1
S1M-3351.2,"McNeil, Duncan",-1
S1M-3351.1,"McNeil, Duncan",-1
S1M-3368.1,"McNeil, Duncan",-1
S1M-3376.2,"McNeil, Duncan",1
S1M-3376,"McNeil, Duncan",1
S1M-3375.1,"McNeil, Duncan",1
S1M-3375,"McNeil, Duncan",1
S1M-3382.1,"McNeil, Duncan",-1
S1M-3382.2,"McNeil, Duncan",-1
S1M-3382,"McNeil, Duncan",1
S1M-3379,"McNeil, Duncan",1
S1M-2952,"McNeil, Duncan",1
S1M-3085,"McNeil, Duncan",1
S1M-3401.1,"McNeil, Duncan",-1
S1M-3322,"McNeil, Duncan",1
S1M-3418.2,"McNeil, Duncan",1
S1M-3418.1,"McNeil, Duncan",-1
S1M-3418,"McNeil, Duncan",1
S1M-3422.2,"McNeil, Duncan",1
S1M-3422.1,"McNeil, Duncan",-1
S1M-3422,"McNeil, Duncan",1
S1M-3423.2,"McNeil, Duncan",-1
S1M-3128,"McNeil, Duncan",1
S1M-3386,"McNeil, Duncan",1
S1M-3429,"McNeil, Duncan",1
S1M-3450.2,"McNeil, Duncan",1
S1M-3469.1,"McNeil, Duncan",-1
S1M-3469,"McNeil, Duncan",1
S1M-3477.2,"McNeil, Duncan",-1
S1M-3477.1,"McNeil, Duncan",-1
S1M-3477,"McNeil, Duncan",1
S1M-3270,"McNeil, Duncan",1
S1M-3507.1,"McNeil, Duncan",1
S1M-3507,"McNeil, Duncan",1
S1M-3511.2,"McNeil, Duncan",1
S1M-3536.1,"McNeil, Duncan",-1
S1M-3536.3,"McNeil, Duncan",1
S1M-3536,"McNeil, Duncan",1
S1M-3541.2,"McNeil, Duncan",-1
S1M-3541.1,"McNeil, Duncan",-1
S1M-3541,"McNeil, Duncan",1
S1M-3543.1,"McNeil, Duncan",-1
S1M-3543.2,"McNeil, Duncan",-1
S1M-3572,"McNeil, Duncan",1
S1M-3534.1,"McNeil, Duncan",-1
S1M-3534,"McNeil, Duncan",1
S1M-3569.2,"McNeil, Duncan",1
S1M-3569,"McNeil, Duncan",1
S1M-3570.2,"McNeil, Duncan",1
S1M-3570,"McNeil, Duncan",1
S1M-3571.1,"McNeil, Duncan",-1
S1M-3571.2,"McNeil, Duncan",-1
S1M-3571,"McNeil, Duncan",1
S1M-3608.1,"McNeil, Duncan",-1
S1M-3608,"McNeil, Duncan",1
S1M-3602.2,"McNeil, Duncan",-1
S1M-3602.1,"McNeil, Duncan",-1
S1M-3602,"McNeil, Duncan",1
S1M-3643,"McNeil, Duncan",0
S1M-3656,"McNeil, Duncan",1
S1M-3650.2,"McNeil, Duncan",1
S1M-3650,"McNeil, Duncan",1
S1M-3641.2,"McNeil, Duncan",1
S1M-3641,"McNeil, Duncan",1
S1M-3649,"McNeil, Duncan",1
S1M-3648.2,"McNeil, Duncan",-1
S1M-3648,"McNeil, Duncan",1
S1M-3640,"McNeil, Duncan",1
S1M-3676,"McNeil, Duncan",1
S1M-3671,"McNeil, Duncan",1
S1M-3670,"McNeil, Duncan",1
S1M-3678.1,"McNeil, Duncan",-1
S1M-3678.2,"McNeil, Duncan",-1
S1M-3678,"McNeil, Duncan",1
S1M-3698.2,"McNeil, Duncan",1
S1M-3698,"McNeil, Duncan",1
S1M-3701,"McNeil, Duncan",1
S1M-3702.1,"McNeil, Duncan",-1
S1M-3702,"McNeil, Duncan",1
S1M-3700.2,"McNeil, Duncan",-1
S1M-3700.1,"McNeil, Duncan",-1
S1M-3708.1.1,"McNeil, Duncan",1
S1M-3396.1,"McNeil, Duncan",-1
S1M-3396,"McNeil, Duncan",1
S1M-3652,"McNeil, Duncan",1
S1M-3728,"McNeil, Duncan",1
S1M-3748.2,"McNeil, Duncan",-1
S1M-3748.1,"McNeil, Duncan",-1
S1M-3748,"McNeil, Duncan",1
S1M-3760.3.1,"McNeil, Duncan",0
S1M-3760.3.3,"McNeil, Duncan",-1
S1M-3760.3.2,"McNeil, Duncan",-1
S1M-3760.3,"McNeil, Duncan",1
S1M-3760,"McNeil, Duncan",1
S1M-3780,"McNeil, Duncan",0
S1M-3818.1,"McNeil, Duncan",-1
S1M-3818,"McNeil, Duncan",0
S1M-3809.1,"McNeil, Duncan",1
S1M-3809,"McNeil, Duncan",1
