"","year","q7a","q7b","q7c","q7d","q102a","q102b","q102c","q102d","q102e","q102f","q102g","q104","q105","q106","q107","gender","age","degree","sei","ops","marital","q135","n"
"9607",1999,2,3,2,2,8,8,8,8,8,8,8,3,1,1,2,"Male  ",52,"More than high school",34,28,1,NA,4
"9608",1999,2,3,2,2,1,1,1,1,1,2,2,4,1,1,2,"Male  ",69,"Less than high school",40,42,0,NA,2
"9609",1999,2,3,2,3,2,2,2,2,2,2,2,1,1,1,4,"Male  ",51,"More than high school",70,70,1,4000,3
"9610",1999,3,4,2,3,1,1,1,1,1,1,1,3,1,1,2,"Female",47,"High school          ",43,44,1,NA,2
"9611",1999,2,2,3,2,1,1,1,1,1,1,1,4,3,1,3,"Male  ",37,"More than high school",85,73,1,4000,2
"9612",1999,8,8,2,2,8,8,8,8,8,8,8,8,8,1,1,"Male  ",92,"Less than high school",23,40,0,900,2
"9613",1999,2,8,3,2,1,1,1,2,1,2,2,4,1,1,2,"Male  ",37,"Less than high school",23,40,1,500,6
"9614",1999,3,8,2,1,1,2,1,2,1,2,2,4,1,1,2,"Female",45,"Less than high school",23,40,1,800,9
"9615",1999,2,3,3,2,1,2,1,1,1,1,2,4,1,1,2,"Female",49,"High school          ",39,37,0,950,1
"9616",1999,8,8,8,8,1,1,1,1,1,1,1,4,4,1,2,"Male  ",32,"Less than high school",NA,NA,0,700,3
"9617",1999,3,4,1,1,1,2,1,2,2,2,2,4,1,1,1,"Female",51,"High school          ",46,42,1,2400,4
"9618",1999,2,2,2,1,1,8,1,8,1,1,2,2,1,1,2,"Female",77,"Less than high school",23,38,0,480,1
"9619",1999,3,8,2,1,8,2,1,2,8,2,2,4,1,1,2,"Female",73,"Less than high school",33,26,1,1200,3
"9620",1999,2,3,2,1,2,2,1,2,1,2,2,4,2,2,1,"Male  ",28,"High school          ",29,32,1,1800,5
"9621",1999,3,2,2,1,1,2,2,2,8,2,2,2,1,1,3,"Male  ",86,"Less than high school",32,30,0,620,1
"9622",1999,3,8,2,2,2,2,1,2,1,2,2,4,2,1,2,"Male  ",28,"Less than high school",31,31,0,1500,3
"9623",1999,3,2,2,2,8,2,8,2,2,2,2,3,2,3,3,"Male  ",32,"High school          ",69,62,1,1900,5
"9624",1999,3,2,1,1,1,2,1,1,1,2,2,3,2,8,3,"Male  ",48,"Less than high school",33,42,1,1300,6
"9625",1999,3,2,2,1,1,8,1,8,1,8,8,4,3,4,2,"Male  ",52,"More than high school",54,44,1,7000,2
"9626",1999,3,3,2,2,1,2,1,8,8,8,8,2,1,1,3,"Female",65,"High school          ",51,49,0,750,1
"9627",1999,2,3,3,3,1,2,1,1,1,2,2,1,1,1,3,"Male  ",52,"Less than high school",23,38,1,850,5
"9628",1999,2,4,3,3,2,2,2,2,2,2,2,3,1,1,4,"Female",24,"High school          ",53,34,1,2000,6
"9629",1999,8,3,2,4,8,2,8,8,8,8,8,8,3,8,1,"Female",48,"High school          ",NA,NA,0,1500,2
"9630",1999,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,"Female",56,"High school          ",46,42,1,1813,3
"9631",1999,2,4,2,1,2,2,2,2,2,2,2,2,1,1,2,"Female",35,"Less than high school",30,31,0,900,2
"9632",1999,2,2,3,3,1,1,1,1,1,2,2,4,3,1,2,"Male  ",40,"Less than high school",34,43,1,1300,6
"9633",1999,1,3,3,3,1,2,1,2,1,2,2,2,1,3,3,"Male  ",24,"More than high school",33,34,0,2400,3
"9634",1999,1,4,2,2,1,2,1,2,1,2,2,4,1,1,2,"Female",51,"More than high school",38,50,1,2370,3
"9635",1999,8,8,8,2,2,2,2,2,2,2,2,1,1,1,2,"Female",74,"Less than high school",23,40,0,500,1
"9636",1999,1,3,3,3,8,8,8,8,8,8,8,2,1,1,3,"Female",61,"High school          ",43,54,0,720,1
"9637",1999,8,8,8,1,2,2,2,2,2,2,2,1,1,1,3,"Female",77,"Less than high school",23,38,1,1000,2
"9638",1999,3,3,1,2,2,2,2,2,2,2,2,1,1,1,1,"Female",49,"Less than high school",23,38,1,1300,2
"9639",1999,2,3,3,2,2,2,2,2,2,2,2,1,1,1,4,"Female",39,"High school          ",NA,NA,1,1100,4
"9640",1999,3,8,3,2,2,2,1,2,2,2,2,4,1,1,2,"Male  ",63,"Less than high school",29,34,1,1600,2
"9641",1999,2,4,3,3,1,1,1,1,1,1,1,3,2,1,4,"Male  ",40,"High school          ",43,32,1,10000,4
"9642",1999,3,8,1,1,1,2,8,2,1,2,2,3,1,1,2,"Female",87,"High school          ",50,49,0,720,1
"9643",1999,1,4,4,4,1,2,1,2,1,2,2,3,1,4,2,"Female",54,"More than high school",43,54,1,2500,3
"9644",1999,2,4,3,3,2,2,2,2,2,2,2,1,1,1,2,"Female",22,"More than high school",69,62,1,2000,2
"9645",1999,2,8,2,2,8,2,8,2,8,8,2,8,2,8,3,"Female",26,"High school          ",24,22,1,1800,5
"9646",1999,3,2,2,2,1,8,1,1,1,1,1,8,4,2,2,"Female",60,"Less than high school",24,22,0,460,1
"9647",1999,2,3,3,3,1,8,1,1,1,8,2,8,1,1,1,"Female",55,"Less than high school",33,26,1,450,2
"9648",1999,3,4,2,1,1,1,1,1,1,1,1,4,1,4,2,"Female",30,"More than high school",51,49,0,1000,1
"9649",1999,3,2,1,1,1,1,1,1,1,1,1,4,1,4,1,"Female",71,"Less than high school",33,26,0,600,1
"9650",1999,3,2,2,2,2,2,2,2,2,2,2,8,1,1,2,"Female",61,"Less than high school",33,26,0,600,5
"9651",1999,2,2,2,2,1,8,1,8,1,2,2,8,1,1,1,"Female",43,"High school          ",43,44,1,1700,4
"9652",1999,3,8,2,2,1,1,1,1,1,1,1,4,2,1,2,"Male  ",49,"High school          ",49,46,0,NA,1
"9653",1999,3,2,2,2,8,2,1,2,1,2,2,2,1,1,2,"Male  ",39,"High school          ",34,33,0,3000,5
"9654",1999,3,2,2,2,8,8,1,2,8,2,8,8,1,1,2,"Female",82,"High school          ",43,44,0,1000,1
"9655",1999,3,2,2,2,8,2,1,8,1,2,2,8,8,1,2,"Male  ",63,"Less than high school",23,40,1,1100,2
"9656",1999,1,2,3,1,1,1,1,1,1,1,1,4,1,1,4,"Female",58,"Less than high school",24,25,1,1800,3
"9657",1999,3,2,2,2,1,2,1,1,1,2,2,4,1,2,3,"Female",33,"Less than high school",33,26,1,1500,5
"9658",1999,3,3,3,3,1,1,1,1,1,1,1,4,2,4,3,"Male  ",26,"Less than high school",51,52,0,2500,5
"9659",1999,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,"Female",64,"Less than high school",37,32,1,1200,2
"9660",1999,3,3,3,2,1,1,1,1,1,1,1,1,3,1,4,"Female",47,"Less than high school",24,22,1,1800,6
"9661",1999,2,2,3,2,1,2,1,2,2,2,2,2,1,1,2,"Female",72,"Less than high school",33,26,0,1150,5
"9662",1999,3,3,2,1,1,2,8,2,8,2,2,8,1,8,2,"Male  ",25,"Less than high school",23,38,0,2000,6
"9663",1999,3,2,NA,1,1,2,8,2,8,2,2,4,1,8,2,"Female",47,"Less than high school",23,38,1,460,2
"9664",1999,1,4,3,2,8,2,8,2,8,2,2,8,8,8,8,"Female",19,"More than high school",33,26,0,1800,3
"9665",1999,2,2,2,1,1,NA,1,NA,1,2,8,4,3,1,2,"Male  ",29,"Less than high school",33,40,0,540,1
"9666",1999,3,2,3,1,1,1,1,1,1,1,1,4,8,8,3,"Female",26,"High school          ",49,46,1,1200,2
"9667",1999,2,8,2,2,1,2,1,2,1,2,2,3,1,1,2,"Male  ",45,"High school          ",30,31,1,1500,5
"9668",1999,3,2,2,2,1,8,1,8,1,2,8,3,1,1,3,"Female",27,"Less than high school",23,38,1,2200,6
"9669",1999,3,1,2,1,1,1,1,1,1,1,1,3,1,1,2,"Female",60,"Less than high school",16,23,1,1600,4
"9670",1999,3,3,2,2,1,1,1,1,1,1,1,4,2,2,3,"Female",20,"High school          ",53,34,0,1400,2
"9671",1999,2,8,3,2,1,1,1,1,1,1,1,4,4,4,4,"Male  ",64,"More than high school",77,78,1,3600,2
"9672",1999,3,2,2,1,1,2,1,2,1,2,2,4,2,1,4,"Male  ",46,"More than high school",69,72,0,2000,1
"9673",1999,2,3,3,2,1,1,1,2,1,1,2,4,2,4,3,"Female",46,"More than high school",39,37,0,1300,3
"9674",1999,3,3,2,2,1,2,8,2,1,2,1,4,2,4,4,"Female",21,"High school          ",43,32,0,5000,4
"9675",1999,3,3,2,2,8,1,8,8,2,2,2,1,1,1,3,"Female",70,"Less than high school",29,31,0,790,1
"9676",1999,3,3,2,2,1,1,1,1,1,1,1,4,1,4,4,"Male  ",38,"More than high school",21,15,1,2000,4
"9677",1999,2,2,3,3,1,1,1,2,1,1,1,4,8,4,4,"Male  ",20,"High school          ",NA,NA,0,NA,5
"9678",1999,1,3,2,3,1,2,1,2,1,2,2,1,1,1,2,"Female",29,"More than high school",65,62,0,2200,3
"9679",1999,3,3,3,2,1,1,1,1,1,1,1,4,1,1,4,"Female",41,"More than high school",38,50,0,1300,3
"9680",1999,3,3,3,2,1,8,1,1,1,1,2,4,2,4,4,"Female",45,"More than high school",77,78,1,3300,1
"9681",1999,2,1,1,1,1,1,1,1,1,2,1,4,1,1,1,"Male  ",78,"Less than high school",16,23,0,900,2
"9682",1999,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,"Male  ",42,"Less than high school",40,40,1,1200,5
"9683",1999,2,3,3,3,2,2,1,2,1,2,2,4,1,4,3,"Female",21,"High school          ",NA,NA,0,2000,4
"9684",1999,3,3,2,2,1,1,1,1,1,1,1,4,3,1,2,"Female",28,"More than high school",33,26,1,2000,5
"9685",1999,1,3,2,4,1,2,1,2,1,2,2,2,1,1,3,"Male  ",27,"Less than high school",30,28,1,NA,4
"9686",1999,3,2,3,2,1,1,1,2,1,2,2,2,4,1,2,"Female",32,"Less than high school",23,38,1,1000,8
"9687",1999,2,4,1,2,1,1,1,2,1,1,1,3,2,4,2,"Female",33,"More than high school",88,78,0,1000,3
"9688",1999,2,8,3,2,8,8,1,2,8,2,2,1,1,1,2,"Female",72,"Less than high school",23,38,0,1000,2
"9689",1999,2,2,2,2,1,2,8,2,1,8,8,8,8,8,8,"Female",87,"Less than high school",23,38,0,300,1
"9690",1999,1,4,4,4,2,2,2,2,2,2,2,1,1,1,2,"Female",78,"Less than high school",NA,NA,0,1200,3
"9691",1999,1,3,3,3,2,2,2,2,2,2,2,1,1,1,1,"Female",74,"Less than high school",NA,NA,0,500,2
"9692",1999,1,3,3,3,2,2,2,2,2,2,2,1,1,1,1,"Female",48,"Less than high school",NA,NA,1,1800,5
"9693",1999,2,3,3,3,2,2,2,2,2,2,2,2,2,1,2,"Male  ",35,"Less than high school",29,34,0,1600,3
"9694",1999,2,3,3,2,1,2,1,2,8,8,8,8,1,8,3,"Female",37,"High school          ",43,32,1,3000,4
"9695",1999,2,2,2,2,8,8,8,8,8,8,8,8,1,1,3,"Male  ",90,"Less than high school",35,31,0,600,1
"9696",1999,2,1,1,2,1,8,1,8,1,8,8,8,1,8,NA,"Female",59,"Less than high school",NA,NA,0,600,1
"9697",1999,2,2,2,2,2,2,2,2,1,2,2,4,1,1,1,"Female",49,"Less than high school",24,22,0,1200,3
"9698",1999,3,4,3,2,1,1,1,1,1,1,1,4,8,8,4,"Female",29,"More than high school",38,44,1,NA,3
"9699",1999,2,8,3,3,1,2,1,2,1,1,2,1,1,1,1,"Male  ",58,"Less than high school",26,31,1,720,2
"9700",1999,1,3,3,1,8,8,8,8,8,8,8,4,1,1,2,"Male  ",41,"High school          ",34,33,1,2500,5
"9701",1999,3,3,3,3,8,8,8,8,8,8,8,8,1,1,3,"Male  ",77,"Less than high school",27,20,1,750,1
"9702",1999,3,3,2,2,1,2,1,2,1,2,2,1,1,4,3,"Female",19,"High school          ",23,38,1,NA,6
"9703",1999,2,2,2,2,8,8,8,8,8,8,8,4,1,1,3,"Male  ",57,"Less than high school",30,28,0,450,1
"9704",1999,2,2,2,2,2,2,2,2,1,2,2,4,1,1,2,"Male  ",24,"More than high school",22,24,0,NA,1
"9705",1999,2,2,2,2,2,2,8,8,1,2,8,4,1,1,8,"Male  ",59,"Less than high school",16,23,1,200,5
"9706",1999,2,4,3,3,1,1,1,1,1,1,1,4,2,8,3,"Female",19,"More than high school",NA,NA,0,800,5
"9707",1999,2,3,3,2,1,1,1,1,1,2,2,4,1,1,4,"Female",20,"Less than high school",43,32,1,2500,2
"9708",1999,2,3,3,3,2,2,2,2,2,2,2,1,1,1,3,"Female",19,"Less than high school",43,32,0,1500,5
"9709",1999,2,3,3,3,1,1,1,1,1,2,2,4,3,3,3,"Female",30,"More than high school",60,51,1,1000,4
"9710",1999,2,3,3,3,1,2,1,2,1,8,2,4,1,8,1,"Male  ",40,"Less than high school",31,22,1,700,5
"9711",1999,3,3,2,2,2,2,1,2,1,2,2,4,1,1,2,"Male  ",25,"Less than high school",30,28,0,2400,6
"9712",1999,2,8,3,8,1,2,1,2,1,2,2,1,1,1,2,"Female",74,"Less than high school",23,38,1,NA,2
"9713",1999,2,3,8,2,1,2,8,2,8,2,2,8,1,8,3,"Female",27,"More than high school",NA,NA,0,1500,5
"9714",1999,1,3,8,3,1,2,8,2,1,8,8,1,1,1,2,"Female",62,"Less than high school",23,38,0,NA,3
"9715",1999,3,2,2,2,1,1,1,2,2,2,2,4,1,1,1,"Female",48,"High school          ",33,26,0,500,2
"9716",1999,2,3,2,1,2,2,2,2,2,2,2,1,1,1,3,"Female",49,"Less than high school",33,26,1,900,5
"9717",1999,3,2,3,2,1,2,1,2,1,1,2,4,1,1,2,"Female",65,"Less than high school",30,43,1,1000,2
"9718",1999,2,3,3,1,1,2,1,2,1,2,1,4,1,1,2,"Female",53,"High school          ",NA,NA,1,NA,2
"9719",1999,2,3,8,8,1,1,1,1,1,2,2,3,1,3,2,"Female",25,"More than high school",NA,NA,0,1200,3
"9720",1999,2,3,2,2,1,2,1,1,1,2,2,2,2,1,2,"Female",65,"Less than high school",24,22,0,577,1
"9721",1999,2,3,3,3,1,1,1,1,1,2,2,4,1,1,3,"Female",36,"High school          ",27,25,1,1000,4
"9722",1999,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,"Female",65,"Less than high school",16,21,1,1400,3
"9723",1999,3,3,2,2,2,2,1,2,1,2,2,2,1,1,2,"Female",18,"Less than high school",NA,NA,0,1400,7
"9724",1999,3,2,1,1,2,2,2,2,2,2,2,2,1,1,1,"Male  ",48,"Less than high school",30,39,0,900,2
"9725",1999,3,8,2,1,1,1,1,1,1,2,8,4,1,2,2,"Female",32,"Less than high school",16,21,0,1000,2
"9726",1999,3,3,2,2,1,2,1,2,8,8,2,4,1,1,3,"Female",52,"High school          ",22,31,0,420,4
"9727",1999,3,2,3,3,1,2,1,1,1,2,2,2,1,1,1,"Male  ",61,"High school          ",67,60,1,1100,5
"9728",1999,2,1,1,1,1,1,1,1,1,2,2,4,1,1,1,"Female",62,"High school          ",69,60,1,1000,2
"9729",1999,3,8,1,1,1,1,1,1,1,1,1,4,8,1,1,"Male  ",40,"Less than high school",34,33,1,1400,5
"9730",1999,3,3,1,2,1,1,1,1,1,1,1,3,1,2,2,"Female",43,"High school          ",52,38,1,2000,2
"9731",1999,1,2,1,1,1,2,1,2,1,8,2,4,3,1,4,"Male  ",41,"Less than high school",40,30,0,1303,3
"9732",1999,1,3,2,2,1,1,1,1,1,2,2,4,1,1,2,"Female",26,"Less than high school",29,31,0,1600,5
"9733",1999,2,2,1,1,1,1,1,1,1,1,1,4,1,1,4,"Male  ",38,"Less than high school",24,25,0,670,2
"9734",1999,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,"Male  ",76,"Less than high school",23,40,0,800,4
"9735",1999,4,2,2,2,1,1,1,1,1,1,1,4,2,1,3,"Male  ",50,"Less than high school",30,39,1,2200,5
"9736",1999,2,3,3,2,1,2,1,2,1,2,2,4,2,1,3,"Male  ",42,"High school          ",23,38,1,600,4
"9737",1999,3,2,2,2,1,8,1,8,1,8,8,3,3,8,8,"Male  ",40,"Less than high school",24,22,0,1000,2
"9738",1999,3,3,3,3,2,2,1,1,1,2,2,4,1,1,3,"Female",18,"Less than high school",33,26,0,1500,6
"9739",1999,2,8,3,2,1,1,1,1,1,1,1,4,3,1,3,"Male  ",26,"Less than high school",32,29,0,1500,7
"9740",1999,2,3,2,2,1,2,1,2,1,2,2,4,1,1,4,"Male  ",54,"More than high school",51,52,1,3500,4
"9741",1999,2,3,2,3,1,1,1,1,1,1,1,4,2,4,3,"Female",68,"More than high school",88,78,0,793,1
"9742",1999,2,3,3,2,1,1,1,1,1,1,1,4,1,1,4,"Male  ",42,"High school          ",56,45,1,3000,2
"9743",1999,2,2,2,2,1,1,1,1,1,1,1,4,2,1,3,"Female",62,"More than high school",53,53,1,2500,2
"9744",1999,3,2,3,1,1,1,1,2,1,2,1,3,2,3,2,"Female",42,"High school          ",43,32,1,1100,4
"9745",1999,3,2,2,2,1,8,1,8,1,8,2,4,1,8,2,"Male  ",39,"High school          ",34,43,1,2000,3
"9746",1999,2,2,3,2,8,8,8,8,8,8,8,2,1,8,3,"Female",68,"Less than high school",43,32,0,700,1
"9747",1999,2,3,2,2,1,2,1,1,1,8,2,3,1,8,4,"Female",48,"Less than high school",43,32,1,600,3
"9748",1999,2,2,2,2,2,2,2,2,2,2,2,1,1,8,3,"Female",62,"Less than high school",29,29,0,600,1
"9749",1999,3,2,2,2,2,1,1,1,2,2,1,4,3,1,4,"Female",57,"Less than high school",33,26,0,650,1
"9750",1999,1,3,3,3,1,1,2,2,1,2,8,4,1,1,2,"Male  ",41,"Less than high school",38,52,0,600,2
"9751",1999,2,3,3,2,1,1,1,1,1,1,2,4,2,1,2,"Male  ",32,"More than high school",33,42,0,1400,1
"9752",1999,2,4,3,3,1,1,1,1,1,1,1,4,4,1,2,"Female",30,"More than high school",46,42,1,3000,2
"9753",1999,4,3,2,2,1,1,1,1,1,1,1,3,2,1,1,"Female",72,"High school          ",51,49,0,682,1
"9754",1999,2,3,2,1,1,1,1,1,1,1,1,3,1,1,2,"Female",47,"Less than high school",25,23,1,1000,3
"9755",1999,2,3,3,3,1,2,1,2,1,2,2,4,1,4,3,"Male  ",37,"High school          ",49,46,0,300,1
"9756",1999,2,3,2,2,1,1,1,1,1,1,1,4,1,1,2,"Male  ",49,"Less than high school",32,30,1,1400,5
"9757",1999,3,3,2,2,1,1,1,1,1,1,1,4,4,4,3,"Male  ",53,"High school          ",33,42,0,650,1
"9758",1999,1,2,3,2,1,1,1,1,1,1,1,4,8,2,4,"Female",45,"Less than high school",29,29,1,800,2
"9759",1999,2,2,2,2,1,1,1,1,1,1,1,8,8,8,8,"Female",68,"Less than high school",38,41,0,460,1
"9760",1999,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,"Female",49,"Less than high school",NA,NA,0,500,1
"9761",1999,3,3,2,3,1,1,1,1,1,1,1,4,1,8,8,"Female",20,"Less than high school",NA,NA,0,2000,2
"9762",1999,2,8,2,2,1,1,1,1,1,1,1,1,2,2,2,"Female",25,"High school          ",39,37,1,1500,3
"9763",1999,1,3,8,3,1,1,1,1,1,1,1,4,2,8,2,"Female",31,"Less than high school",33,26,1,2400,6
"9764",1999,3,8,8,8,1,1,1,1,1,1,1,4,8,4,2,"Female",44,"Less than high school",45,40,1,1000,4
"9765",1999,3,3,2,8,1,1,1,1,1,1,1,4,2,1,1,"Female",39,"High school          ",69,60,1,1600,5
"9766",1999,4,3,1,1,1,8,1,1,1,8,8,4,1,1,3,"Male  ",24,"Less than high school",31,33,1,1450,5
"9767",1999,2,2,1,1,1,1,1,1,1,2,2,4,1,1,3,"Female",73,"Less than high school",29,32,1,1800,3
"9768",1999,3,3,2,3,1,1,1,8,1,1,1,4,3,4,2,"Male  ",49,"More than high school",49,46,0,3500,2
"9769",1999,1,3,1,3,1,2,1,1,1,2,1,4,1,8,2,"Female",28,"High school          ",30,28,1,2000,3
"9770",1999,3,2,3,3,1,1,1,1,1,1,1,4,2,4,3,"Female",89,"High school          ",NA,NA,0,500,1
"9771",1999,3,2,2,2,1,2,1,1,1,2,2,3,1,1,2,"Male  ",54,"High school          ",33,42,1,2600,2
"9772",1999,1,4,3,3,1,2,1,1,1,1,2,4,2,1,2,"Male  ",19,"Less than high school",NA,NA,0,700,3
"9773",1999,3,2,2,2,1,1,1,1,1,1,2,1,1,1,2,"Female",67,"Less than high school",21,18,0,1200,1
"9774",1999,3,2,1,1,1,1,1,1,1,1,1,3,1,3,2,"Male  ",59,"Less than high school",30,34,1,1350,2
"9775",1999,2,2,2,2,1,2,1,2,1,2,2,3,2,1,2,"Female",53,"High school          ",39,37,1,1700,2
"9776",1999,2,8,2,2,2,2,1,2,1,2,2,3,1,1,1,"Female",53,"Less than high school",NA,NA,1,1500,3
"9777",1999,2,3,3,2,2,1,2,2,2,2,2,4,1,3,1,"Female",50,"Less than high school",53,53,0,2000,2
"9778",1999,3,3,3,3,2,2,2,2,2,2,2,3,1,2,3,"Female",24,"More than high school",69,60,0,3000,3
"9779",1999,2,3,2,2,1,1,1,1,1,1,2,3,3,4,2,"Male  ",61,"High school          ",67,60,1,2000,2
"9780",1999,2,3,2,2,1,1,1,1,1,2,2,4,2,4,2,"Male  ",18,"Less than high school",NA,NA,0,4000,6
"9781",1999,2,3,2,2,1,2,1,1,1,2,2,4,1,4,3,"Female",39,"Less than high school",30,31,1,1500,4
"9782",1999,1,3,3,3,8,2,8,2,2,2,2,4,2,4,4,"Female",30,"More than high school",77,78,1,3500,4
"9783",1999,3,2,2,2,1,1,1,1,1,2,2,2,2,2,2,"Male  ",35,"High school          ",40,40,1,1800,3
"9784",1999,3,3,3,1,1,1,1,1,1,1,2,4,2,4,2,"Male  ",34,"Less than high school",40,40,0,1800,3
"9785",1999,3,4,2,3,1,1,1,1,1,2,2,4,1,4,3,"Female",19,"More than high school",NA,NA,0,2500,5
"9786",1999,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",77,"Less than high school",27,20,0,500,1
"9787",1999,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",73,"Less than high school",NA,NA,0,700,1
"9788",1999,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",71,"Less than high school",28,33,0,800,2
"9789",1999,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",22,"High school          ",30,31,1,900,2
"9790",1999,2,3,2,1,1,1,1,1,1,1,1,4,1,8,3,"Female",44,"More than high school",51,44,0,600,2
"9791",1999,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,"Female",77,"Less than high school",35,32,0,700,2
"9792",1999,2,3,2,3,1,2,1,2,1,2,1,4,1,4,8,"Male  ",26,"More than high school",45,46,1,2500,7
"9793",1999,2,2,2,1,1,8,1,2,1,2,2,4,1,1,2,"Female",56,"Less than high school",32,25,0,1000,3
"9794",1999,2,3,3,2,1,1,1,1,1,2,2,4,1,1,3,"Male  ",22,"Less than high school",NA,NA,0,1300,2
"9795",1999,2,2,2,2,1,2,1,2,1,2,2,4,1,1,2,"Male  ",24,"Less than high school",33,34,1,1100,4
"9796",1999,3,8,2,2,1,2,1,1,1,2,2,4,1,1,2,"Female",42,"Less than high school",34,38,1,1000,4
"9797",1999,1,2,1,1,1,1,1,1,1,1,1,4,4,4,3,"Female",35,"Less than high school",52,38,1,1100,5
"9798",1999,2,2,2,3,1,2,1,2,2,2,2,3,1,1,4,"Female",18,"Less than high school",NA,NA,0,1000,5
"9799",1999,3,2,1,1,8,8,8,8,8,8,8,1,1,1,4,"Female",80,"Less than high school",NA,NA,0,500,2
"9800",1999,4,3,1,1,1,8,1,1,1,8,2,4,1,4,4,"Female",39,"High school          ",51,36,1,500,6
"9801",1999,2,3,2,1,1,2,1,2,1,2,2,3,NA,NA,2,"Female",18,"Less than high school",NA,NA,0,1200,6
"9802",1999,4,2,2,1,1,1,1,1,1,1,2,3,1,3,3,"Female",28,"Less than high school",43,32,1,1200,3
"9803",1999,2,3,2,2,8,8,8,8,8,8,8,8,8,8,3,"Male  ",43,"Less than high school",40,40,1,1000,4
"9804",1999,3,3,2,2,1,1,1,1,1,1,1,8,8,2,2,"Female",63,"Less than high school",43,32,0,1000,2
"9805",1999,3,2,2,1,1,1,1,1,1,1,1,4,2,2,2,"Male  ",55,"Less than high school",32,29,1,800,2
"9806",1999,2,8,2,2,1,2,1,1,1,1,8,2,1,1,3,"Female",75,"Less than high school",24,22,0,1200,2
"9807",1999,3,2,2,2,1,2,1,1,8,1,1,2,1,1,1,"Female",46,"High school          ",59,60,1,1300,6
"9808",1999,1,2,2,1,1,1,1,1,1,1,1,4,4,1,2,"Male  ",40,"High school          ",30,30,1,2000,6
"9809",1999,3,3,3,3,1,1,1,1,1,1,1,4,1,1,2,"Male  ",33,"Less than high school",22,31,1,2700,6
"9810",1999,3,3,2,3,1,2,1,1,1,1,1,4,1,4,4,"Female",19,"More than high school",NA,NA,0,1100,2
"9811",1999,3,3,3,2,1,1,1,1,1,1,1,4,1,2,4,"Female",47,"High school          ",39,41,1,2100,2
"9812",1999,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,"Female",27,"Less than high school",33,26,1,1500,6
"9813",1999,4,3,1,1,1,1,1,1,1,1,2,4,1,1,4,"Female",88,"More than high school",43,32,0,600,1
"9814",1999,2,2,2,1,1,1,1,2,1,2,2,1,1,2,3,"Female",24,"High school          ",43,32,1,500,3
"9815",1999,2,3,1,2,1,1,1,1,1,1,1,4,2,1,3,"Female",48,"High school          ",30,37,1,2200,3
"9816",1999,2,3,2,3,1,1,1,1,1,1,1,4,1,1,3,"Female",42,"Less than high school",16,21,0,650,3
"9817",1999,4,3,2,1,2,2,2,2,2,2,2,1,1,1,2,"Female",70,"Less than high school",23,38,1,1000,6
"9818",1999,4,8,4,4,8,8,8,8,8,8,8,1,8,1,2,"Female",50,"High school          ",50,54,0,350,1
"9819",1999,3,8,1,1,8,8,8,8,1,2,8,2,1,1,2,"Male  ",76,"Less than high school",23,38,0,700,2
"9820",1999,8,4,1,2,1,1,1,1,1,1,1,4,1,4,3,"Female",28,"Less than high school",NA,NA,0,200,7
"9821",1999,8,8,8,8,8,8,8,8,8,8,8,4,8,1,8,"Male  ",48,"Less than high school",27,20,0,NA,1
"9822",1999,2,8,2,1,2,2,2,2,2,2,2,8,8,1,4,"Male  ",80,"Less than high school",23,38,0,450,3
"9823",1999,8,2,8,8,8,2,1,2,2,2,2,1,1,1,3,"Female",62,"Less than high school",23,38,1,900,11
"9824",1999,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,"Female",64,"Less than high school",23,38,0,NA,6
"9825",1999,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,"Female",59,"Less than high school",23,38,0,1100,3
"9826",1999,2,2,8,2,8,2,1,8,8,8,8,8,8,1,1,"Female",84,"Less than high school",23,38,0,500,1
"9827",1999,1,1,4,8,1,2,1,2,2,2,2,1,1,1,4,"Female",42,"High school          ",69,60,1,2000,3
"9828",1999,3,3,2,2,1,1,1,1,1,1,1,4,1,1,4,"Male  ",39,"Less than high school",32,29,1,750,8
"9829",1999,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,"Female",86,"Less than high school",65,62,0,590,1
"9830",1999,2,3,2,3,1,1,1,1,1,2,2,4,1,1,4,"Female",56,"Less than high school",33,26,0,509,1
"9831",1999,2,2,3,3,1,1,1,1,1,1,1,3,1,8,3,"Female",38,"High school          ",43,44,1,4000,4
"9832",1999,3,3,1,1,2,2,2,2,2,2,2,1,1,1,2,"Female",47,"High school          ",25,17,0,NA,8
